text,labels
The former chairman of the powerful Senate Armed Services Committee has openly criticized President Bush 's handling of the war in Iraq .,O O O O O O B-org I-org I-org I-org O O O B-per I-per O O O O O O B-geo O
He called on Mr. Bush earlier this month to begin withdrawing some U.S. troops from Iraq .,O O O B-per I-per O O O O O O O B-gpe O O B-geo O
His retirement will leave open what would have been a relatively safe seat for Republicans in the fight for Senate control in the elections .,O O O O O O O O O O O O O O O O O O O B-org O O O O O
Democrats will now have a better chance to protect or expand their one-seat majority in the Senate .,O O O O O O O O O O O O O O O O B-org O
"When he leaves office , the 80-year-old former Navy secretary will have served 30 years as a U.S. senator .",O O O O O O O O B-org O O O O O O O O B-gpe O O
The United Nations says December 's Indian Ocean tsunami caused around $ 520 million in damage to fishing industries in seven of the worst hit countries .,O B-org I-org O B-time O B-geo I-geo O O O O O O O O O O O O O O O O O O O
"The U.N. 's Food and Agricultural Organization ( FAO ) said the tsunami destroyed or damaged more than 1,11,000 fishing vessels in the region .",O B-org O B-org I-org I-org I-org O B-org O O O O O O O O O O O O O O O O
It said the loss was significant in a region where fishing provides a vital source of food .,O O O O O O O O O O O O O O O O O O
"The FAO 's estimate includes damage to fishing industries in Indonesia , Maldives , Somalia , Sri Lanka and Thailand .",O B-org O O O O O O O O B-geo O B-geo O B-geo O B-geo I-geo O B-geo O
The agency says it has sent experts to help rebuild fishing industry infrastructure lost in the disaster and is developing strategies for long-term recovery in the region .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Officials in Indonesia say another person has died from bird flu , bringing the country 's death toll from the disease to 96 since the outbreak started in 2003 .",O O B-geo O O O O O O O O O O O O O O O O O O O O O O O O O B-time O
"The latest victim was a 16-year-old girl from the town of Bekasi , on the eastern outskirts of Jakarta .",O O O O O O O O O O O B-geo O O O O O O B-geo O
Officials say she died Tuesday .,O O O O B-time O
"Monday , officials reported that a 32-year-old woman from an area just west of Jakarta died of bird flu last week , at her home in the city of Tangerang .",B-time O O O O O O O O O O O O O B-geo O O O O O O O O O O O O O O B-geo O
A statement from the health ministry said the woman 's family kept chickens in their backyard .,O O O O O O O O O O O O O O O O O
"Humans are usually infected with bird flu by direct contact with infected poultry , but experts fear the H5N1 virus may mutate into a form easily transmitted between people .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Scientists fear such a mutation could spark a global pandemic with a potential death toll of millions .,O O O O O O O O O O O O O O O O O O
Thailand says it has photo evidence to prove its claim that Islamic militants responsible for violence in Thailand 's Muslim-majority south are training in neighboring Malaysia .,B-gpe O O O O O O O O O O B-org O O O O O B-geo O O O O O O O B-geo O
"Thai Deputy Interior Minister Sutham Saengprathum says the photos show the militants training in Malaysia 's northern Kelantan state , which borders southern Thailand .",B-gpe B-per I-per I-per I-per I-per O O O O O O O O B-geo O O B-geo O O O O O B-geo O
"He said if Malaysia wants to see the photos , Bangkok will provide them .",O O O B-gpe O O O O O O B-gpe O O O O
"Thai Prime Minister Thaksin Shinawatra has said he believes some of the insurgents have been trained in Malaysia , Indonesia and southern Thailand .",B-gpe B-per I-per I-per I-per O O O O O O O O O O O O B-geo O B-geo O O B-geo O
Malaysia and Indonesia have demanded proof of Bangkok 's allegations .,B-gpe O B-gpe O O O O B-gpe O O O
More than 500 people have been killed this year in an insurgency that some say is supported by extremist Muslims in Indonesia and Malaysia .,O O O O O O O O O O O O O O O O O O O B-org O B-geo O B-geo O
"Anti-Japanese protests in the western Chinese city of Shanghai turned violent Saturday , with protesters pelting the Japanese consulate with rocks , bottles and eggs .",O O O O O B-gpe O O B-geo O O B-time O O O O O B-gpe O O O O O O O O
Several thousand people took to the streets of Shanghai as part of a new wave of anti-Japanese protests over Japan 's bid for a permanent seat on the U.N. Security Council and Tokyo 's alleged downplaying of war atrocities .,O O O O O O O O B-geo O O O O O O O O O O B-gpe O O O O O O O O B-org I-org I-org O B-gpe O O O O O O O
"In Beijing , police are out in force waiting for protests to begin in the capital .",O B-geo O O O O O O O O O O O O O O O
State Councilor Tang Jiaxuan told the official Xinhua news agency that China 's government is urging people to protest in a calm and orderly manner .,B-per I-per I-per I-per O O O B-org O O O B-gpe O O O O O O O O O O O O O O
"Japan 's Foreign Minister , Nobutaka Machimura , arrives Sunday in Beijing for talks with his Chinese counterpart , Li Zhaoxing , to discuss relations between the two countries .",B-geo O B-per I-per O B-per I-per O O B-time O B-geo O O O O B-gpe O O B-per I-per O O O O O O O O O
"Organizers of the 2012 Summer Olympics in London have promised the "" greenest games "" in history and sought to soothe concerns about the rising cost of the event .",O O O B-event I-event I-event O B-geo O O O O O O O O O O O O O O O O O O O O O O
"With 2,012 days to go until the Games get under way , organizers said the design would champion low waste , low carbon emissions and environmentally friendly transportation .",O O O O O O O B-event O O O O O O O O O O O O O O O O O O O O O
The Olympic Delivery Authority has promised to cut emissions 50 percent by generating energy on site and using renewable energy .,O B-org I-org I-org O O O O O O O O O O O O O O O O O
Prime Minister Tony Blair said London is farther ahead in preparations at this stage than any other previous Olympic host city .,B-per I-per I-per I-per O B-gpe O O O O O O O O O O O O O O O O
"The British government wants to have the Olympic budget finalized early this year , but costs have already risen substantially since London won the bid in July of 2005 .",O B-gpe O O O O O O O O O O O O O O O O O O O B-gpe O O O O B-time I-time I-time O
A select committee report due Wednesday is expected to be highly critical of the government 's financing of the Games .,O O O O O B-time O O O O O O O O O O O O O B-event O
China 's giant pandas have been on endangered species lists for nearly 30 years .,B-geo O O O O O O O O O O O O O O
"There are only about 1,6 pandas still living in the wild in China .",O O O O O O O O O O O O B-geo O
One of the 2008 Olympic mascots is modeled on a panda called Jing Jing .,O O O B-event I-event O O O O O O O O O O
Conservationists hope she will help draw attention to the threats facing the giant panda -- one of China 's national symbols .,O O O O O O O O O O O O O O O O O B-gpe O O O O
Sam Beattie reports from Jing Jing 's home in Sichuan province .,B-per I-per O O O O O O O B-geo O O
British defense officials say 14 British military personnel have been killed in a crash of a NATO aircraft in southern Afghanistan .,B-gpe O O O O B-gpe O O O O O O O O O O B-org O O O B-geo O
A NATO spokesman says the aircraft went off the radar and crashed in an open area near Kandahar Saturday .,O B-org O O O O O O O O O O O O O O O B-geo B-time O
"Officials say the aircraft was supporting a NATO mission in the country 's south , but there is no indication of enemy action causing the crash .",O O O O O O O B-org O O O O O O O O O O O O O O O O O O O
The crash comes as NATO forces launched an offensive to drive Taleban remnants out of Kandahar .,O O O O B-org O O O O O O B-org O O O B-geo O
"Officials say "" Operation Medusa "" is aimed at removing the Taleban threat so that stability , reconstruction and development can be achieved in the area .",O O O B-event I-event O O O O O O B-org O O O O O O O O O O O O O O O
"Sri Lankan authorities say a prominent Tamil journalist was found shot dead Friday in Colombo , hours after he was abducted by several attackers as he left a restaurant .",B-geo B-gpe O O O O B-org O O O O O B-time O B-geo O O O O O O O O O O O O O O O
"Dharmeratnam Sivaram was a board member of the pro-rebel TamilNet Web site and a columnist for Sri Lanka 's english newspaper , the Daily Mirror .",B-per I-per O O O O O O O B-org B-obj O O O O O B-gpe I-gpe O B-obj O O O B-obj I-obj O
Mr. Sivaram 's Web site became popular for ongoing reports on the Sri Lankan civil war and was a prominent supporter of the Tamil Tiger rebel movement .,B-per I-per O B-obj O O O O O O O O B-org B-geo O O O O O O O O O B-org I-org O O O
"Mr. Sivaram , who was also brutally attacked in 2001 , was found near a lake gagged with gunshot wounds to the head .",B-per I-per O O O O O O O B-time O O O O O O O O O O O O O O
No one claimed responsibility for the killing .,O O O O O O O O
Japan and North Korea say they are considering a resumption of bilateral talks as part of efforts to normalize relations .,B-gpe O B-gpe I-gpe O O O O O O O O O O O O O O O O O
Japanese media reported Monday that the two countries hope to arrange to hold the talks in Beijing in early November .,B-gpe O O B-time O O O O O O O O O O O O B-geo O O B-time O
The talks could come before six-party talks on North Korea 's nuclear ambitions resume .,O O O O O O O O B-gpe I-gpe O O O O O
Japan and North Korea have not had formal bilateral talks for about a year .,B-gpe O B-gpe I-gpe O O O O O O O O O O O
Tokyo and Pyongyang are at odds over North Korea 's nuclear weapons program and the North 's kidnapping of Japanese citizens in the 1970s and 1980s .,B-gpe O B-gpe O O O O B-gpe I-gpe O O O O O O B-gpe O O O B-gpe O O O B-time O B-time O
