,Sentences,Word,POST,Predicted
1173,,with,IN,O
1174,,Britain,NNP,B-geo
1175,,and,CC,O
1176,,Germany,NNP,B-geo
1177,,",",",",O
1178,,called,VBD,O
1179,,for,IN,O
1180,,an,DT,O
1181,,emergency,NN,O
1182,,session,NN,O
1183,,of,IN,O
1184,,the,DT,O
1185,,International,NNP,B-org
1186,,Atomic,NNP,I-org
1187,,Energy,NNP,I-org
1188,,Agency,NNP,I-org
1189,,on,IN,O
1190,,February,NNP,B-tim
1191,,2,CD,I-tim
1192,,",",",",O
1193,,to,TO,O
1194,,hear,VB,O
1195,,the,DT,O
1196,,European,JJ,O
1197,,case,NN,O
1198,,for,IN,O
1199,,referring,VBG,O
1200,,Iran,NNP,B-geo
1201,,to,TO,O
1202,,the,DT,O
1203,,United,NNP,B-org
1204,,Nations,NNP,I-org
1205,,Security,NNP,I-org
1206,,Council,NNP,I-org
1207,,.,.,O
1208,Sentence: 9058,The,DT,O
1209,,Security,NNP,B-org
1210,,Council,NNP,I-org
1211,,can,MD,O
1212,,impose,VB,O
1213,,sanctions,NNS,O
1214,,",",",",O
1215,,if,IN,O
1216,,it,PRP,O
1217,,finds,VBZ,O
1218,,Iran,NNP,B-geo
1219,,has,VBZ,O
1220,,violated,VBN,O
1221,,international,JJ,O
1222,,treaties,NNS,O
1223,,with,IN,O
1224,,its,PRP$,O
1225,,nuclear,JJ,O
1226,,program,NN,O
1227,,.,.,O
1228,Sentence: 9059,The,DT,O
1229,,call,NN,O
1230,,for,IN,O
1231,,the,DT,O
1232,,I.A.E.A,NNP,B-org
1233,,.,.,O
1234,,session,NN,O
1235,,came,VBD,O
1236,,after,IN,O
1237,,Tehran,NNP,O
1238,,broke,VBD,O
1239,,a,DT,O
1240,,two-year,JJ,O
1241,,moratorium,NN,O
1242,,on,IN,O
1243,,nuclear,JJ,O
1244,,research,NN,O
1245,,earlier,RBR,O
1246,,this,DT,O
1247,,month,NN,O
1248,,.,.,O
1249,Sentence: 9060,The,DT,O
1250,,United,NNP,B-geo
1251,,States,NNPS,I-geo
1252,,has,VBZ,O
1253,,accused,VBN,O
1254,,Iran,NNP,B-geo
1255,,of,IN,O
1256,,using,VBG,O
1257,,its,PRP$,O
1258,,research,NN,O
1259,,to,TO,O
1260,,develop,VB,O
1261,,nuclear,JJ,O
1262,,weapons,NNS,O
1263,,.,.,O
1264,Sentence: 9061,Tehran,NNP,B-org
1265,,insists,VBZ,O
1266,,its,PRP$,O
1267,,nuclear,JJ,O
1268,,intentions,NNS,O
1269,,are,VBP,O
1270,,peaceful,JJ,O
1271,,.,.,O
1272,Sentence: 9062,China,NNP,B-geo
1273,,Thursday,NNP,B-tim
1274,,called,VBD,O
1275,,for,IN,O
1276,,"""",``,O
1277,,restraint,NN,O
1278,,and,CC,O
1279,,patience,NN,O
1280,,"""",``,O
1281,,to,TO,O
1282,,resolve,VB,O
1283,,the,DT,O
1284,,nuclear,JJ,O
1285,,crisis,NN,O
1286,,.,.,O
1287,Sentence: 9063,Residents,NNS,O
1288,,of,IN,O
1289,,the,DT,O
1290,,U.S.,NNP,B-org
1291,,state,NN,O
1292,,of,IN,O
1293,,Florida,NNP,B-geo
1294,,are,VBP,O
1295,,stocking,VBG,O
1296,,up,RP,O
1297,,on,IN,O
1298,,gasoline,NN,O
1299,,",",",",O
1300,,water,NN,O
1301,,and,CC,O
1302,,other,JJ,O
1303,,supplies,NNS,O
1304,,as,IN,O
1305,,Tropical,JJ,O
1306,,Storm,NN,O
1307,,Katrina,NNP,O
1308,,moves,VBZ,O
1309,,toward,IN,O
1310,,the,DT,O
1311,,area,NN,O
1312,,.,.,O
1313,Sentence: 9064,Forecasters,NNS,O
1314,,expect,VBP,O
1315,,the,DT,O
1316,,storm,NN,O
1317,,to,TO,O
1318,,bring,VB,O
1319,,heavy,JJ,O
1320,,rainfall,NN,O
1321,,and,CC,O
1322,,possible,JJ,O
1323,,flooding,NN,O
1324,,to,TO,O
1325,,much,NN,O
1326,,of,IN,O
1327,,southern,JJ,O
1328,,and,CC,O
1329,,central,JJ,O
1330,,Florida,NNP,B-geo
1331,,when,WRB,O
1332,,it,PRP,O
1333,,makes,VBZ,O
1334,,landfall,NN,O
1335,,later,RB,B-tim
1336,,Thursday,NNP,I-tim
1337,,.,.,O
1338,Sentence: 9065,Hurricane,NNP,O
1339,,and,CC,O
1340,,tropical,JJ,O
1341,,storm,NN,O
1342,,warnings,NNS,O
1343,,have,VBP,O
1344,,been,VBN,O
1345,,posted,VBN,O
1346,,for,IN,O
1347,,many,JJ,O
1348,,areas,NNS,O
1349,,as,IN,O
1350,,the,DT,O
1351,,storm,NN,O
1352,,moves,VBZ,O
1353,,westward,RB,O
1354,,",",",",O
1355,,away,RB,O
1356,,from,IN,O
1357,,the,DT,O
1358,,Bahamas,NNPS,B-geo
1359,,and,CC,O
1360,,toward,IN,O
1361,,Florida,NNP,B-geo
1362,,'s,POS,O
1363,,southeast,NN,O
1364,,coast,NN,O
1365,,.,.,O
1366,Sentence: 9066,The,DT,O
1367,,U.S.,NNP,B-org
1368,,National,NNP,I-org
1369,,Hurricane,NNP,O
1370,,Center,NNP,O
1371,,says,VBZ,O
1372,,Katrina,NNP,O
1373,,may,MD,O
1374,,gain,VB,O
1375,,strength,NN,O
1376,,and,CC,O
1377,,become,VB,O
1378,,a,DT,O
1379,,category,NN,O
1380,,one,CD,O
1381,,hurricane,NN,O
1382,,before,IN,O
1383,,reaching,VBG,O
1384,,land,NN,O
1385,,.,.,O
1386,Sentence: 9067,At,IN,O
1387,,last,JJ,O
1388,,report,NN,O
1389,,",",",",O
1390,,the,DT,O
1391,,storm,NN,O
1392,,was,VBD,O
1393,,packing,VBG,O
1394,,winds,NNS,O
1395,,of,IN,O
1396,,85,CD,O
1397,,kilometers,NNS,O
1398,,per,IN,O
1399,,hour,NN,O
1400,,.,.,O
1401,Sentence: 9068,A,DT,O
1402,,tropical,JJ,O
1403,,storm,NN,O
1404,,warning,NN,O
1405,,remains,VBZ,O
1406,,in,IN,O
1407,,effect,NN,O
1408,,for,IN,O
1409,,the,DT,O
1410,,northwest,JJS,O
1411,,Bahamas,NNPS,I-geo
1412,,.,.,O
1413,Sentence: 9069,Parts,NNS,O
1414,,of,IN,O
1415,,Florida,NNP,B-geo
1416,,are,VBP,O
1417,,still,RB,O
1418,,recovering,VBG,O
1419,,from,IN,O
1420,,the,DT,O
1421,,four,CD,O
1422,,hurricanes,NNS,O
1423,,that,WDT,O
1424,,hit,VBD,O
1425,,the,DT,O
1426,,state,NN,O
1427,,last,JJ,O
1428,,year,NN,O
1429,,.,.,O
1430,Sentence: 9070,The,DT,O
1431,,U.S.,NNP,B-gpe
1432,,military,NN,O
1433,,in,IN,O
1434,,Iraq,NNP,B-geo
1435,,says,VBZ,O
1436,,American,JJ,B-gpe
1437,,warplanes,NNS,O
1438,,have,VBP,O
1439,,bombed,VBN,O
1440,,two,CD,O
1441,,bridges,NNS,O
1442,,in,IN,O
1443,,western,JJ,O
1444,,al-Anbar,NNP,O
1445,,province,NN,O
1446,,",",",",O
1447,,to,TO,O
1448,,stop,VB,O
1449,,insurgents,NNS,O
1450,,from,IN,O
1451,,using,VBG,O
1452,,them,PRP,O
1453,,to,TO,O
1454,,move,VB,O
1455,,fighters,NNS,O
1456,,and,CC,O
1457,,equipment,NN,O
1458,,to,TO,O
1459,,other,JJ,O
1460,,cities,NNS,O
1461,,for,IN,O
1462,,attacks,NNS,O
1463,,.,.,O
1464,Sentence: 9071,The,DT,O
1465,,air,NN,O
1466,,strikes,VBZ,O
1467,,Tuesday,NNP,B-tim
1468,,near,IN,O
1469,,the,DT,O
1470,,Syrian,JJ,B-gpe
1471,,border,NN,O
1472,,did,VBD,O
1473,,not,RB,O
1474,,destroy,VB,O
1475,,the,DT,O
1476,,Euphrates,NNP,B-org
1477,,River,NNP,I-geo
1478,,bridges,NNS,O
1479,,",",",",O
1480,,but,CC,O
1481,,made,VBD,O
1482,,them,PRP,O
1483,,inoperable,JJ,O
1484,,.,.,O
1485,Sentence: 9072,No,DT,O
1486,,casualties,NNS,O
1487,,were,VBD,O
1488,,reported,VBN,O
1489,,.,.,O
1490,Sentence: 9073,Coalition,NN,O
1491,,troops,NNS,O
1492,,also,RB,O
1493,,raided,VBD,O
1494,,a,DT,O
1495,,nearby,JJ,O
1496,,safehouse,NN,O
1497,,",",",",O
1498,,killing,VBG,O
1499,,two,CD,O
1500,,foreign,JJ,O
1501,,fighters,NNS,O
1502,,and,CC,O
1503,,detaining,VBG,O
1504,,three,CD,O
1505,,others,NNS,O
1506,,.,.,O
1507,Sentence: 9074,The,DT,O
1508,,building,NN,O
1509,,was,VBD,O
1510,,later,RB,O
1511,,destroyed,VBN,O
1512,,.,.,O
1513,Sentence: 9075,Elsewhere,RB,O
1514,,",",",",O
1515,,in,IN,O
1516,,the,DT,O
1517,,southern,JJ,O
1518,,Shi'ite,NNP,O
1519,,holy,JJ,O
1520,,city,NN,O
1521,,of,IN,O
1522,,Najaf,NNP,B-geo
1523,,",",",",O
1524,,U.S.,NNP,B-org
1525,,forces,NNS,O
1526,,handed,VBN,O
1527,,over,IN,O
1528,,military,JJ,O
1529,,control,NN,O
1530,,of,IN,O
1531,,the,DT,O
1532,,city,NN,O
1533,,to,TO,O
1534,,Iraqi,JJ,B-gpe
1535,,forces,NNS,O
1536,,.,.,O
1537,Sentence: 9076,In,IN,O
1538,,other,JJ,O
1539,,developments,NNS,O
1540,,",",",",O
1541,,the,DT,O
1542,,U.S.,NNP,B-org
1543,,military,NN,O
1544,,reports,VBZ,O
1545,,two,CD,O
1546,,American,JJ,B-gpe
1547,,soldiers,NNS,O
1548,,were,VBD,O
1549,,killed,VBN,O
1550,,and,CC,O
1551,,two,CD,O
1552,,wounded,VBD,O
1553,,Tuesday,NNP,B-tim
1554,,in,IN,O
1555,,a,DT,O
1556,,bomb,NN,O
1557,,blast,NN,O
1558,,in,IN,O
1559,,Baghdad,NNP,B-geo
1560,,.,.,O
1561,Sentence: 9077,Two,CD,O
1562,,more,JJR,O
1563,,soldiers,NNS,O
1564,,were,VBD,O
1565,,killed,VBN,O
1566,,Monday,NNP,B-tim
1567,,in,IN,O
1568,,Tal,NNP,B-geo
1569,,Afar,NNP,I-geo
1570,,and,CC,O
1571,,Ramadi,NNP,B-geo
1572,,.,.,O
1573,Sentence: 9078,Britain,NNP,B-geo
1574,,says,VBZ,O
1575,,finance,NN,O
1576,,ministers,NNS,O
1577,,from,IN,O
1578,,the,DT,O
1579,,Group,NNP,B-org
1580,,of,IN,I-org
1581,,Seven,CD,I-org
1582,,industrial,JJ,O
1583,,nations,NNS,O
1584,,have,VBP,O
1585,,expressed,VBN,O
1586,,a,DT,O
1587,,willingness,NN,O
1588,,to,TO,O
1589,,cancel,VB,O
1590,,up,RP,O
1591,,to,TO,O
1592,,100,CD,O
1593,,percent,NN,O
1594,,of,IN,O
1595,,the,DT,O
1596,,debt,NN,O
1597,,of,IN,O
1598,,the,DT,O
1599,,world,NN,O
1600,,'s,POS,O
1601,,poorest,JJS,O
1602,,nations,NNS,O
1603,,.,.,O
1604,Sentence: 9079,Britain,NNP,B-org
1605,,'s,POS,O
1606,,Treasury,NNP,O
1607,,chief,NN,O
1608,,Gordon,NNP,B-per
1609,,Brown,NNP,I-per
1610,,said,VBD,O
1611,,at,IN,O
1612,,the,DT,O
1613,,close,NN,O
1614,,of,IN,O
1615,,the,DT,O
1616,,G7,NNP,O
1617,,summit,NN,O
1618,,in,IN,O
1619,,London,NNP,B-geo
1620,,Saturday,NNP,B-tim
1621,,",",",",O
1622,,that,DT,O
1623,,debt,NN,O
1624,,relief,NN,O
1625,,would,MD,O
1626,,be,VB,O
1627,,decided,VBN,O
1628,,on,IN,O
1629,,a,DT,O
1630,,case-by-case,JJ,O
1631,,basis,NN,O
1632,,.,.,O
1633,Sentence: 9080,Britain,NNP,B-geo
1634,,had,VBD,O
1635,,also,RB,O
1636,,pushed,VBN,O
1637,,for,IN,O
1638,,the,DT,O
1639,,G7,NNP,O
1640,,to,TO,O
1641,,support,VB,O
1642,,London,NNP,B-geo
1643,,'s,POS,O
1644,,plan,NN,O
1645,,to,TO,O
1646,,double,VB,O
1647,,international,JJ,O
1648,,aid,NN,O
1649,,to,TO,O
1650,,the,DT,O
1651,,developing,VBG,O
1652,,world,NN,O
1653,,.,.,O
1654,Sentence: 9081,But,CC,O
1655,,the,DT,O
1656,,United,NNP,B-org
1657,,State,NNP,I-org
1658,,rejected,VBD,O
1659,,that,IN,O
1660,,proposal,NN,O
1661,,.,.,O
1662,Sentence: 9082,U.S.,NNP,B-org
1663,,Treasury,NNP,I-org
1664,,Undersecretary,NNP,I-org
1665,,John,NNP,B-per
1666,,Taylor,NNP,I-per
1667,,told,VBD,O
1668,,BBC,NNP,B-org
1669,,radio,NN,O
1670,,the,DT,O
1671,,plan,NN,O
1672,,did,VBD,O
1673,,not,RB,O
1674,,fit,VB,O
1675,,into,IN,O
1676,,the,DT,O
1677,,U.S.,NNP,B-org
1678,,budget,NN,O
1679,,process,NN,O
1680,,.,.,O
1681,Sentence: 9083,Britain,NNP,B-org
1682,,'s,POS,O
1683,,International,NNP,O
1684,,Development,NNP,I-org
1685,,Secretary,NNP,O
1686,,Hilary,NNP,I-per
1687,,Benn,NNP,I-per
1688,,promised,VBD,O
1689,,to,TO,O
1690,,push,VB,O
1691,,ahead,RB,O
1692,,with,IN,O
1693,,the,DT,O
1694,,plan,NN,O
1695,,",",",",O
1696,,saying,VBG,O
1697,,a,DT,O
1698,,solution,NN,O
1699,,will,MD,O
1700,,be,VB,O
1701,,found,VBN,O
1702,,by,IN,O
1703,,2006,CD,B-tim
1704,,with,IN,O
1705,,or,CC,O
1706,,without,IN,O
1707,,the,DT,O
1708,,United,NNP,B-geo
1709,,States,NNPS,I-geo
1710,,.,.,O
1711,Sentence: 9084,U.S.,NNP,B-org
1712,,Undersecretary,NNP,I-org
1713,,of,IN,O
1714,,State,NNP,B-org
1715,,Nicholas,NNP,I-org
1716,,Burns,NNP,I-org
1717,,has,VBZ,O
1718,,expressed,VBN,O
1719,,doubt,NN,O
1720,,that,IN,O
1721,,Washington,NNP,B-geo
1722,,and,CC,O
1723,,New,NNP,I-org
1724,,Delhi,NNP,I-org
1725,,will,MD,O
1726,,finalize,VB,O
1727,,a,DT,O
1728,,nuclear,JJ,O
1729,,deal,NN,O
1730,,before,IN,O
1731,,President,NNP,B-per
1732,,Bush,NNP,I-per
1733,,visits,VBZ,O
1734,,India,NNP,B-geo
1735,,next,JJ,O
1736,,week,NN,O
1737,,.,.,O
1738,Sentence: 9085,Burns,NNP,B-per
1739,,made,VBD,O
1740,,the,DT,O
1741,,comment,NN,O
1742,,following,VBG,O
1743,,talks,NNS,O
1744,,with,IN,O
1745,,Indian,JJ,B-gpe
1746,,Foreign,NNP,O
1747,,Secretary,NNP,B-per
1748,,Shyam,NNP,I-per
1749,,Saran,NNP,I-per
1750,,in,IN,O
1751,,New,NNP,B-geo
1752,,Delhi,NNP,I-geo
1753,,Wednesday,NNP,B-tim
1754,,.,.,O
1755,Sentence: 9086,He,PRP,O
1756,,said,VBD,O
1757,,both,DT,O
1758,,sides,NNS,O
1759,,want,VBP,O
1760,,to,TO,O
1761,,complete,VB,O
1762,,the,DT,O
1763,,negotiations,NNS,O
1764,,",",",",O
1765,,but,CC,O
1766,,added,VBD,O
1767,,there,EX,O
1768,,are,VBP,O
1769,,differences,NNS,O
1770,,that,WDT,O
1771,,need,VBP,O
1772,,to,TO,O
1773,,be,VB,O
1774,,worked,VBN,O
1775,,out,RP,O
1776,,.,.,O
1777,Sentence: 9087,He,PRP,O
1778,,did,VBD,O
1779,,not,RB,O
1780,,elaborate,VB,O
1781,,.,.,O
1782,Sentence: 9088,Under,IN,O
1783,,the,DT,O
1784,,deal,NN,O
1785,,",",",",O
1786,,India,NNP,B-geo
1787,,would,MD,O
1788,,gain,VB,O
1789,,access,NN,O
1790,,to,TO,O
1791,,long-denied,JJ,O
1792,,U.S.,NNP,B-org
1793,,nuclear,JJ,O
1794,,technology,NN,O
1795,,in,IN,O
1796,,exchange,NN,O
1797,,for,IN,O
1798,,including,VBG,O
1799,,some,DT,O
1800,,of,IN,O
1801,,its,PRP$,O
1802,,reactors,NNS,O
1803,,on,IN,O
1804,,a,DT,O
1805,,list,NN,O
1806,,of,IN,O
1807,,civilian,JJ,O
1808,,facilities,NNS,O
1809,,that,WDT,O
1810,,would,MD,O
1811,,be,VB,O
1812,,subject,JJ,O
1813,,to,TO,O
1814,,international,JJ,O
1815,,inspections,NNS,O
1816,,.,.,O
1817,Sentence: 9089,Burns,NNP,B-per
1818,,and,CC,O
1819,,Saran,NNP,O
1820,,are,VBP,O
1821,,to,TO,O
1822,,continue,VB,O
1823,,talks,NNS,O
1824,,on,IN,O
1825,,Friday,NNP,B-tim
1826,,.,.,O
1827,Sentence: 9090,Some,DT,O
1828,,U.S.,NNP,B-org
1829,,legislators,NNS,O
1830,,oppose,VBP,O
1831,,the,DT,O
1832,,deal,NN,O
1833,,.,.,O
1834,Sentence: 9091,They,PRP,O
1835,,say,VBP,O
1836,,it,PRP,O
1837,,could,MD,O
1838,,undermine,VB,O
1839,,the,DT,O
1840,,Nuclear,NNP,B-org
1841,,Non-Proliferation,NNP,I-org
1842,,Treaty,NNP,I-org
1843,,.,.,O
1844,Sentence: 9092,India,NNP,B-geo
1845,,has,VBZ,O
1846,,not,RB,O
1847,,signed,VBN,O
1848,,the,DT,O
1849,,treaty,NN,O
1850,,.,.,O
1851,Sentence: 9093,A,DT,O
1852,,top,JJ,O
1853,,U.N.,NNP,B-org
1854,,official,NN,O
1855,,says,VBZ,O
1856,,indirect,JJ,O
1857,,talks,NNS,O
1858,,between,IN,O
1859,,the,DT,O
1860,,Ugandan,JJ,B-gpe
1861,,government,NN,O
1862,,and,CC,O
1863,,northern,JJ,O
1864,,rebels,NNS,O
1865,,have,VBP,O
1866,,provided,VBN,O
1867,,the,DT,O
1868,,best,JJS,O
1869,,chance,NN,O
1870,,for,IN,O
1871,,peace,NN,O
1872,,in,IN,O
1873,,18,CD,B-tim
1874,,years,NNS,O
1875,,of,IN,O
1876,,conflict,NN,O
1877,,.,.,O
1878,Sentence: 9094,U.N.,NNP,B-org
1879,,Emergency,NNP,I-org
1880,,Relief,NNP,I-org
1881,,Coordinator,NNP,I-org
1882,,Jan,NNP,B-per
1883,,Egeland,NNP,I-per
1884,,praised,VBD,O
1885,,the,DT,O
1886,,Ugandan,JJ,B-gpe
1887,,government,NN,O
1888,,Tuesday,NNP,B-tim
1889,,for,IN,O
1890,,its,PRP$,O
1891,,renewed,JJ,O
1892,,efforts,NNS,O
1893,,to,TO,O
1894,,seek,VB,O
1895,,dialogue,NN,O
1896,,.,.,O
1897,Sentence: 9095,Mr.,NNP,B-per
1898,,Egeland,NNP,I-per
1899,,says,VBZ,O
1900,,the,DT,O
1901,,conflict,NN,O
1902,,has,VBZ,O
1903,,forced,VBN,O
1904,,up,RP,O
1905,,to,TO,O
1906,,90,CD,O
1907,,percent,NN,O
1908,,of,IN,O
1909,,the,DT,O
1910,,population,NN,O
1911,,in,IN,O
1912,,some,DT,O
1913,,areas,NNS,O
1914,,of,IN,O
1915,,northern,JJ,O
1916,,Uganda,NNP,B-geo
1917,,from,IN,O
1918,,their,PRP$,O
1919,,homes,NNS,O
1920,,",",",",O
1921,,adding,VBG,O
1922,,that,IN,O
1923,,hundreds,NNS,O
1924,,of,IN,O
1925,,thousands,NNS,O
1926,,of,IN,O
1927,,lives,NNS,O
1928,,are,VBP,O
1929,,at,IN,O
1930,,stake,NN,O
1931,,.,.,O
1932,Sentence: 9096,Rebels,NNS,O
1933,,from,IN,O
1934,,the,DT,O
1935,,Lord,NNP,B-org
1936,,'s,POS,I-org
1937,,Resistance,NN,I-org
1938,,Army,NNP,I-org
1939,,are,VBP,O
1940,,notorious,JJ,O
1941,,for,IN,O
1942,,attacking,VBG,O
1943,,civilians,NNS,O
1944,,and,CC,O
1945,,kidnapping,VBG,O
1946,,children,NNS,O
1947,,for,IN,O
1948,,use,NN,O
1949,,as,IN,O
1950,,soldiers,NNS,O
1951,,or,CC,O
1952,,sex,NN,O
1953,,slaves,NNS,O
1954,,.,.,O
1955,Sentence: 9097,Over,IN,O
1956,,the,DT,O
1957,,last,JJ,O
1958,,few,JJ,B-tim
1959,,weeks,NNS,O
1960,,",",",",O
1961,,the,DT,O
1962,,rebels,NNS,O
1963,,and,CC,O
1964,,the,DT,O
1965,,Ugandan,JJ,B-gpe
1966,,government,NN,O
1967,,declared,VBD,O
1968,,a,DT,O
1969,,temporary,JJ,O
1970,,cease-fire,NN,O
1971,,and,CC,O
1972,,held,VBD,O
1973,,talks,NNS,O
1974,,through,IN,O
1975,,mediators,NNS,O
1976,,.,.,O
1977,Sentence: 9098,The,DT,O
1978,,government,NN,O
1979,,says,VBZ,O
1980,,it,PRP,O
1981,,is,VBZ,O
1982,,extending,VBG,O
1983,,the,DT,O
1984,,truce,NN,O
1985,,for,IN,O
1986,,another,DT,O
1987,,week,NN,O
1988,,in,IN,O
1989,,the,DT,O
1990,,hopes,NNS,O
1991,,of,IN,O
1992,,starting,VBG,O
1993,,formal,JJ,O
1994,,peace,NN,O
1995,,talks,NNS,O
1996,,by,IN,O
1997,,then,RB,O
1998,,.,.,O
1999,Sentence: 9099,An,DT,O
2000,,Ethiopian,JJ,B-gpe
2001,,judge,NN,O
2002,,has,VBZ,O
2003,,ordered,VBN,O
2004,,a,DT,O
2005,,group,NN,O
2006,,of,IN,O
2007,,131,CD,O
2008,,detained,JJ,O
2009,,opposition,NN,O
2010,,leaders,NNS,O
2011,,",",",",O
2012,,journalists,NNS,O
2013,,and,CC,O
2014,,others,NNS,O
2015,,to,TO,O
2016,,remain,VB,O
2017,,in,IN,O
2018,,custody,NN,O
2019,,after,IN,O
2020,,most,JJS,O
2021,,boycotted,VBD,O
2022,,a,DT,O
2023,,bail,NN,O
2024,,hearing,NN,O
2025,,.,.,O
2026,Sentence: 9100,Most,JJS,O
2027,,lawyers,NNS,O
2028,,for,IN,O
2029,,the,DT,O
2030,,group,NN,O
2031,,boycotted,VBD,O
2032,,Wednesday,NNP,B-tim
2033,,'s,POS,O
2034,,Ethiopian,JJ,B-gpe
2035,,High,NNP,B-org
2036,,Court,NNP,I-org
2037,,hearing,NN,O
2038,,",",",",O
2039,,saying,VBG,O
2040,,prison,NN,O
2041,,authorities,NNS,O
2042,,have,VBP,O
2043,,not,RB,O
2044,,allowed,VBN,O
2045,,them,PRP,O
2046,,to,TO,O
2047,,meet,VB,O
2048,,with,IN,O
2049,,their,PRP$,O
2050,,clients,NNS,O
2051,,.,.,O
2052,Sentence: 9101,The,DT,O
2053,,detained,VBN,O
2054,,have,VBP,O
2055,,been,VBN,O
2056,,charged,VBN,O
2057,,with,IN,O
2058,,treason,NN,O
2059,,and,CC,O
2060,,genocide,NN,O
2061,,for,IN,O
2062,,their,PRP$,O
2063,,alleged,JJ,O
2064,,involvement,NN,O
2065,,in,IN,O
2066,,election,NN,O
2067,,protests,NNS,O
2068,,that,WDT,O
2069,,turned,VBD,O
2070,,violent,JJ,O
2071,,.,.,O
2072,Sentence: 9102,The,DT,O
2073,,judge,NN,O
2074,,says,VBZ,O
2075,,he,PRP,O
2076,,will,MD,O
2077,,rule,VB,O
2078,,on,IN,O
2079,,the,DT,O
2080,,bail,NN,O
2081,,requests,NNS,O
2082,,next,JJ,O
2083,,week,NN,O
2084,,.,.,O
2085,Sentence: 9103,The,DT,O
2086,,accused,VBN,O
2087,,include,VBP,O
2088,,five,CD,O
2089,,journalists,NNS,O
2090,,with,IN,O
2091,,the,DT,O
2092,,Voice,NNP,B-org
2093,,of,IN,I-org
2094,,America,NNP,I-org
2095,,'s,POS,O
2096,,Amharic-language,JJ,I-org
2097,,service,NN,O
2098,,in,IN,O
2099,,Washington,NNP,B-geo
2100,,.,.,O
2101,Sentence: 9104,They,PRP,O
2102,,were,VBD,O
2103,,charged,VBN,O
2104,,in,IN,O
2105,,absentia,NN,O
2106,,with,IN,O
2107,,plotting,VBG,O
2108,,to,TO,O
2109,,overthrow,VB,O
2110,,the,DT,O
2111,,Ethiopian,JJ,B-gpe
2112,,government,NN,O
2113,,.,.,O
2114,Sentence: 9105,Ethiopia,NNP,B-org
2115,,'s,POS,O
2116,,information,NN,O
2117,,minister,NN,O
2118,,told,VBD,O
2119,,VOA,NNP,B-org
2120,,English,NNP,O
2121,,to,TO,O
2122,,Africa,NNP,B-geo
2123,,Service,NNP,I-org
2124,,that,IN,O
2125,,the,DT,O
2126,,journalists,NNS,O
2127,,have,VBP,O
2128,,incited,VBN,O
2129,,violence,NN,O
2130,,through,IN,O
2131,,their,PRP$,O
2132,,reports,NNS,O
2133,,and,CC,O
2134,,he,PRP,O
2135,,accused,VBD,O
2136,,them,PRP,O
2137,,of,IN,O
2138,,working,VBG,O
2139,,with,IN,O
2140,,the,DT,O
2141,,opposition,NN,O
2142,,.,.,O
2143,Sentence: 9106,VOA,NNP,B-org
2144,,officials,NNS,O
2145,,reject,VBP,O
2146,,the,DT,O
2147,,charges,NNS,O
2148,,",",",",O
2149,,and,CC,O
2150,,say,VBP,O
2151,,they,PRP,O
2152,,are,VBP,O
2153,,an,DT,O
2154,,attempt,NN,O
2155,,to,TO,O
2156,,intimidate,VB,O
2157,,VOA,NNP,B-org
2158,,journalists,NNS,O
2159,,.,.,O
2160,Sentence: 9107,Vice,NNP,B-per
2161,,President,NNP,I-per
2162,,Dick,NNP,I-per
2163,,Cheney,NNP,I-per
2164,,says,VBZ,O
2165,,a,DT,O
2166,,premature,JJ,O
2167,,withdrawal,NN,O
2168,,of,IN,O
2169,,U.S.,NNP,B-gpe
2170,,forces,NNS,O
2171,,from,IN,O
2172,,Iraq,NNP,B-geo
2173,,would,MD,O
2174,,be,VB,O
2175,,a,DT,O
2176,,victory,NN,O
2177,,for,IN,O
2178,,the,DT,O
2179,,terrorists,NNS,O
2180,,and,CC,O
2181,,a,DT,O
2182,,blow,NN,O
2183,,to,TO,O
2184,,American,JJ,B-gpe
2185,,national,JJ,O
2186,,security,NN,O
2187,,.,.,O
2188,Sentence: 9108,In,IN,O
2189,,a,DT,O
2190,,speech,NN,O
2191,,in,IN,O
2192,,Washington,NNP,B-geo
2193,,Monday,NNP,B-tim
2194,,",",",",O
2195,,Mr.,NNP,B-per
2196,,Cheney,NNP,I-per
2197,,responded,VBD,O
2198,,to,TO,O
2199,,critics,NNS,O
2200,,",",",",O
2201,,including,VBG,O
2202,,Democratic,JJ,O
2203,,Congressman,NNP,B-per
2204,,John,NNP,I-per
2205,,Murtha,NNP,I-per
2206,,",",",",O
2207,,who,WP,O
2208,,say,VBP,O
2209,,the,DT,O
2210,,U.S.,NNP,B-org
2211,,military,NN,O
2212,,'s,POS,O
2213,,presence,NN,O
2214,,in,IN,O
2215,,Iraq,NNP,B-geo
2216,,has,VBZ,O
2217,,increased,VBN,O
2218,,terrorism,NN,O
2219,,and,CC,O
2220,,instability,NN,O
2221,,in,IN,O
2222,,the,DT,O
2223,,Middle,NNP,B-geo
2224,,East,NNP,I-geo
2225,,.,.,O
2226,Sentence: 9109,Congressman,NN,B-per
2227,,Murtha,NNP,I-per
2228,,'s,POS,O
2229,,call,NN,O
2230,,last,JJ,O
2231,,week,NN,O
2232,,for,IN,O
2233,,U.S.,NNP,B-org
2234,,troops,NNS,O
2235,,to,TO,O
2236,,get,VB,O
2237,,out,IN,O
2238,,of,IN,O
2239,,Iraq,NNP,B-geo
2240,,sparked,VBD,O
2241,,intense,JJ,O
2242,,debate,NN,O
2243,,and,CC,O
2244,,drew,VBD,O
